Title,Summary,Categories,References,Links,Last_Edited,Word_Count,Image_Count,Section_Count,External_Links,First_Edit_Year
Sonnet to Science,"""Sonnet to Science"" (originally ""Sonnet — To Science"") is an 1829 poem by Edgar Allan Poe, published in Al Aaraaf, Tamerlane, and Minor Poems.",1829 poems;1820s in Baltimore;Poetry by Edgar Allan Poe;Technophobia;Works about science,3,123,6-Jun-24,185,2,4,4,2024
UNESCO Science Report,"The UNESCO Science Report is a global monitoring report published regularly by the United Nations Educational, Scientific and Cultural Organization. Every five years, this report maps the latest trends and developments in national and regional policy landscapes, against the backdrop of shifting socio-economic, geopolitical and environmental realities. Each edition is typically released on 10 November, which is World Science Day for Peace and Development. The most recent edition was released on 11 June 2021.",UNESCO;United Nations reports;Works about science;1993 in science;Publications established in 1993;Multilingual mass media,8,80,13-Nov-24,1346,2,5,10,2024
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
Outline of science,,Outlines of sciences;Outlines;Science;Science-related lists,1,382,7-Apr-25,492,4,23,2,2025
List of academic fields,,Academic disciplines;Education-related lists;Science-related lists;Higher education-related lists,3,2723,13-Mar-25,166,1,46,17,2025
List of adiabatic concepts,,Set index articles;Thermodynamic processes;Science-related lists,0,24,15-Jan-24,34,2,7,1,2024
List of laser applications,,Laser applications;Science-related lists,16,370,17-Mar-25,1733,15,26,31,2025
List of applications of stainless steel,,Stainless steel;Building materials;Chromium alloys;English inventions;1916 introductions;Roofing materials;Biomaterials;Science-related lists,51,404,2-Mar-25,2008,9,22,92,2025
List of asteroid-discovering observatories,,Minor-planet discovering observatories;Science-related lists,5,529,5-Jan-25,548,3,34,14,2025
Atmospheric optics ray-tracing codes,Atmospheric optics ray tracing codes  - this article list codes for light scattering using ray-tracing technique to study atmospheric optics phenomena such as rainbows and halos. Such particles can be large raindrops or hexagonal ice crystals.  Such codes are one of many approaches to calculations of light scattering by particles.,"Science-related lists;Computational science;Scattering, absorption and radiative transfer (optics);Scattering;Electromagnetic simulation software;Optics stubs",7,47,10-Apr-25,270,1,6,9,2025
Atmospheric radiative transfer codes,"An atmospheric radiative transfer model, code, or simulator calculates radiative transfer of electromagnetic radiation through a planetary atmosphere.",Atmospheric radiative transfer codes;Science-related lists;Satellite meteorology,51,534,8-Mar-25,461,0,7,179,2025
List of atomic clocks,This is a list of some experimental laboratory atomic clocks worldwide.,Atomic clocks;Science-related lists,31,500,16-Apr-25,11,39,1,45,2025
Azeotrope tables,"This page contains tables of azeotrope data for various binary and ternary mixtures of solvents. The data include the composition of a mixture by weight (in binary azeotropes, when only one fraction is given, it is the fraction of the second component), the boiling point (b.p.) of a component, the boiling point of a mixture, and the specific gravity of the mixture. Boiling points are reported at a pressure of 760 mm Hg unless otherwise stated. Where the mixture separates into layers, values are shown for upper (U) and lower (L) layers.",Chemistry-related lists;Chemical engineering thermodynamics;Science-related lists,21,503,11-Feb-25,206,0,3,24,2025
List of Balzan Prize recipients,"This is a list of recipients of the Balzan Prize, one of the world's most prestigious academic awards. The International Balzan Prize Foundation awards four annual monetary prizes to people or organizations who have made outstanding achievements in the humanities, natural sciences, culture, and peace on an international level. The Prizes are awarded in four subject areas: ""two in literature, the moral sciences and the arts"" and ""two in the physical, mathematical and natural sciences and medicine.""[1] The special Prize for Humanity, Peace and Fraternity is presented at intervals of every three years or longer.",Science-related lists;Science and technology awards;Lists of award winners;Awards established in 1961,1,232,23-Dec-24,95,0,8,4,2024
Outline of biochemistry,The following outline is provided as an overview of and topical guide to biochemistry:,Outlines of sciences;Outlines;Biochemistry;Biology-related lists;Chemistry-related lists;Science-related lists;Biochemistry terminology,0,318,22-Mar-25,50,9,12,9,2025
Index of branches of science,"The following index is provided as an overview of and topical guide to science: Links to articles and redirects to sections of articles which provide information on each topic are listed with a short description of the topic. When there is more than one article with information on a topic, the most relevant is usually listed, and it may be cross-linked to further information from the linked page or section.",Indexes of science articles;Science-related lists,50,1185,26-Apr-25,133,2,28,76,2025
List of chemistry mnemonics,,Chemistry;Science-related lists;Science mnemonics;Mnemonics,44,442,8-Apr-25,599,7,39,59,2025
List of cities by scientific output,"The following article lists the cities and metropolitan areas with the greatest scientific output, according to the Nature Index. The Nature Index attempts to objectively measure the scientific output of institutions, cities and countries by the amount of scientific articles and papers published in leading journals. Differences in quality are taken into account. Only articles published in 82[note 1] selected quality journals are counted. All these journals are in the English language. They were selected by a committee. If authors from several institutions from different cities are involved in a scientific article, it is divided accordingly, assuming that all researchers were equally involved in the article.",Lists of cities;Science-related lists,2,410,30-Jan-25,212,141,4,8,2025
List of citizen science projects,Citizen science projects are activities sponsored by a wide variety of organizations so non-scientists can meaningfully contribute to scientific research.,Science-related lists;Citizen science,5,197,26-Apr-25,310,0,11,32,2025
Codes for electromagnetic scattering by cylinders,Codes for electromagnetic scattering by cylinders – this article list codes for electromagnetic scattering by a cylinder.,"Science-related lists;Scattering, absorption and radiative transfer codes;Scattering stubs",5,50,17-Dec-23,76,1,6,10,2023
Codes for electromagnetic scattering by spheres,"Codes for electromagnetic scattering by spheres  - this article list codes for electromagnetic scattering by a homogeneous sphere, layered sphere, and cluster of spheres.","Science-related lists;Scattering, absorption and radiative transfer codes",24,156,21-Jan-24,197,0,9,41,2024
List of common misconceptions,Unknown,Lists of common misconceptions;Arts-related lists;History-related lists;Misconceptions;Science-related lists;Society-related lists,2,1615,5-Apr-25,0,1,0,24,2025
Index of computing articles,,Science-related lists;Computing-related lists;Indexes of computer topics,0,740,28-Feb-25,1841,0,27,0,2025
List of scientific constants named after people,"This is a list of physical and mathematical constants named after people.[1]
Eponymous constants and their influence on scientific citations have been discussed in the literature.[2][a]",Lists of eponyms;Mathematical constants;Physical constants;Science-related lists,1,136,7-Oct-24,26,7,2,3,2024
List of crew members aboard the first voyage of James Cook,"The first voyage of James Cook was a discovery expedition to the south Pacific Ocean, with aims of observing the 1769 transit of Venus across the Sun[1] and seeking evidence of the alleged southern territories, named by that time as Terra Australis Incognita.[2] The ship chosen for the voyage was HMS Endeavour. The makeup of the crew during the voyage varied due the high mortality, for which contributed mainly malaria and dysentery, that the crew had contracted in Batavia.[3] There was also one occurrence of successful desertion of Patrick Saunders, who after being disrated, escaped the ship.[a][5]",Science-related lists;Naval history,1,56,15-Aug-24,119,0,6,5,2024
List of cycles,,Periodic phenomena;Fourier analysis;Music-related lists;Reference material lists;Science-related lists;Symbolism;Astrology;Numerology;Religion-related lists;Astrology-related lists,0,354,24-Apr-25,924,0,20,0,2025
List of diagnoses characterized as pseudoscience,,Alternative diagnoses;Pseudoscience;Scientific skepticism;Science-related lists;Alternative medical diagnostic methods,86,715,8-Mar-25,153,3,6,197,2025
Timeline of scientific discoveries,,Science timelines;Science-related lists;Lists of inventions or discoveries,142,1506,3-Mar-25,371,15,16,156,2025
List of discoveries influenced by chance circumstances,Below are discoveries in science that involve chance circumstances in a particularly salient way. This page should not list all chance involved in all discoveries (i.e. it should focus on discoveries reported for their notable circumstances).,Science-related lists;History of science,3,102,21-Mar-22,993,5,6,4,2022
Earth science,"Earth science or geoscience includes all fields of natural science related to the planet Earth.[1] This is a branch of science dealing with the physical, chemical, and biological complex constitutions and synergistic linkages of Earth's four spheres: the biosphere, hydrosphere/cryosphere, atmosphere, and geosphere (or lithosphere). Earth science can be considered to be a branch of planetary science but with a much older history.",Earth sciences;Earth;Planetary science;Science-related lists,37,783,25-Apr-25,1498,21,15,59,2025
Outline of Earth sciences,The following outline is provided as an overview of and topical guide to Earth science:,Earth sciences;Outlines of sciences;Outlines;Science-related lists,4,268,18-Nov-24,266,13,15,19,2024
List of effects,"This is a list of names for observable phenomena that contain the word “effect”, amplified by reference(s) to their respective fields of study.",Science-related lists;Technical terminology;Scientific phenomena,0,617,27-Dec-24,23,0,26,1,2024
List of forms of electricity named after scientists,This is a list of forms of electricity named after scientists.  The terms in this list are mostly archaic usages but are found in many 19th and early 20th-century publications.,Lists of things named after scientists;Science-related lists;Lists of eponyms;Electricity,12,52,27-Oct-23,30,0,5,2,2023
List of engineering blunders,"This is a list of engineering blunders, i.e., gross errors or mistakes resulting from grave lack of proper consideration, such as stupidity, confusion, carelessness, or culpable ignorance,  which resulted in notable incidents.",History-related lists;Science-related lists;Error,0,25,6-Apr-25,32,0,2,0,2025
Eppendorf & Science Prize for Neurobiology,"The Eppendorf & Science Prize for Neurobiology is a neurobiology prize that is awarded annually by Science magazine (published by American Association for the Advancement of Science) and underwritten by Eppendorf AG, laboratory device and supply company.  Entrees are reviewed by editors from Science magazine and the top 10% are forwarded to the judging panel. The judging panel is chaired by the Neuroscience Editor of Science and the remaining judges are nominated from the Society for Neuroscience.[1]  The award was created in 2002 to promote the work of promising new neurobiologists with cash grants to support their careers. Each applicant must submit a 1000-word essay explaining the focus and motivation for their last three years of work. The winner is awarded $25,000 and the scientist's winning essay is then published in Science (the winning essay and the essays of the other finalists are all published on Science Online).",Science-related lists;Neuroscience awards,22,100,11-Sep-24,258,0,3,43,2024
List of scientific equations named after people,,Science-related lists;Lists of eponyms;Lists of equations;Lists of things named after scientists,13,747,3-Oct-24,12,1,2,27,2024
List of types of equilibrium,"This is a list presents the various articles at Wikipedia that use the term equilibrium (or an associated prefix or derivative) in their titles or leads. It is not necessarily complete; further examples may be found by using the Wikipedia search function, and this term.",Science-related lists,0,81,24-Mar-25,45,1,9,1,2025
List of members of the European Academy of Sciences and Arts,,Members of the European Academy of Sciences and Arts;Science-related lists;Arts-related lists;Lists of members of learned societies,33,607,17-Apr-25,127,1,9,66,2025
List of existing technologies predicted in science fiction,"This list of existing technologies predicted in science fiction includes every medium, mainly literature and film. In 1964 Soviet engineer and writer Genrikh Altshuller made the first attempt to catalogue science fiction technologies of the time.",Prediction;Science fiction lists;Science-related lists;Technology-related lists;History of technology,14,910,19-Mar-25,160,0,6,51,2025
List of experiments,,Experiments;Science-related lists;History of science;Science experiments,0,465,31-Mar-25,25,8,9,6,2025
List of firefighting mnemonics,This is a list of mnemonics related to firefighting or rescue.,Science-related lists;Mnemonics;Firefighting-related lists,6,31,1-Dec-22,255,0,9,5,2022
List of fossil primates,"This is a list of fossil primates—extinct primates for which a fossil record exists. Primates are generally thought to have evolved from a small, unspecialized mammal, which probably fed on insects and fruits. However, the precise source of the primates remains controversial and even their arboreal origin has recently been questioned.[1] As it has been suggested, many other mammal orders are arboreal too, but they have not developed the same characteristics as primates. Nowadays, some well known genera, such as Purgatorius and Plesiadapis, thought to be the most ancient primates for a long time, are not usually considered as such by recent authors, who tend to include them in the new order Plesiadapiformes, within superorder Euarchontoglires.[2] Some, to avoid confusions, employ the unranked term Euprimates, which excludes Plesiadapiformes.[3] That denomination is not used here.",Prehistoric primates;Science-related lists,28,877,29-Apr-24,409,7,15,75,2024
List of geoscience organizations,,Earth sciences organizations;Geology societies;Earth sciences;Lists of environmental organizations;Science-related lists;Lists of professional associations;Lists of scientific organizations,7,269,14-Feb-25,21,0,14,15,2025
Outline of health sciences,,Outlines of health and fitness;Outlines;Health sciences;Science-related lists,0,190,22-Mar-25,98,9,6,16,2025
List of hyperaccumulators,"This article covers known hyperaccumulators, accumulators or species tolerant to the following: Aluminium (Al), Silver (Ag), Arsenic (As), Beryllium (Be), Chromium (Cr), Copper (Cu), Manganese (Mn), Mercury (Hg), Molybdenum (Mo), Naphthalene, Lead (Pb), Selenium (Se) and Zinc (Zn).",Phytoremediation plants;Bioremediation;Pollution control technologies;Lists of plants;Science-related lists;Pollution-related lists;Botany,47,894,15-Apr-25,61,1,2,103,2025
Hyperaccumulators table – 2: Nickel,"This list covers known nickel hyperaccumulators, accumulators or plant species tolerant to nickel.",Phytoremediation plants;Nickel;Bioremediation;Pollution control technologies;Lists of plants;Science-related lists,22,367,28-Jun-24,16,1,2,16,2024
Hyperaccumulators table – 3,"This list covers hyperaccumulators, plant species which accumulate, or are tolerant of radionuclides (Cd, Cs-137, Co, Pu-238, Ra, Sr, U-234, 235, 238), hydrocarbons and organic solvents (Benzene, BTEX, DDT, Dieldrin, Endosulfan, Fluoranthene, MTBE, PCB, PCNB, TCE and by-products), and inorganic compounds (Potassium ferrocyanide).",Phytoremediation plants;Biophysics;Bioremediation;Pollution control technologies;Lists of plants;Science-related lists,33,837,3-Apr-25,45,1,3,60,2025
IARC group 3,,IARC Group 3 carcinogens;Suspected carcinogens;Science-related lists,2,556,28-Aug-24,158,3,19,13,2024
University of Ibadan,Unknown,University of Ibadan;Universities and colleges established in 1948;Public universities in Nigeria;1948 establishments in Nigeria;Buildings and structures in Ibadan;Medical schools in Nigeria;Universities and colleges in Ibadan;Education in Ibadan;Science-related lists;Geology-related lists,78,985,18-Mar-25,0,0,0,113,2025
List of ice cores,"This is a list of ice cores drilled for scientific purposes.  Note that many of these locations are on moving ice sheets, and the latitude and longitude given is as of the date of drilling.",Outposts of Antarctica;Glaciology;Science-related lists;Geology-related lists,43,2553,22-Mar-25,35,1,23,627,2025
Index of Earth science articles,,Earth sciences;Science-related lists;Indexes of science articles,1,195,7-Sep-24,96,1,19,1,2024
List of inductees in the International Rubber Science Hall of Fame,,Science and technology hall of fame inductees;Rubber;University of Akron;Awards of the American Chemical Society;Halls of fame in Ohio;Materials science awards;Science and technology in Ohio;Science-related lists,2,71,9-Feb-24,69,1,4,10,2024
Scientific law,"Scientific laws or laws of science are statements, based on repeated experiments or observations, that describe or predict a range of natural phenomena.[1] The term law has diverse usage in many cases (approximate, accurate, broad, or narrow) across all fields of natural science (physics, chemistry, astronomy, geoscience, biology). Laws are developed from data and can be further developed through mathematics; in all cases they are directly or indirectly based on empirical evidence. It is generally understood that they implicitly reflect, though they do not explicitly assert, causal relationships fundamental to reality, and are discovered rather than invented.[2]",Causality;Empirical laws;Metaphysics of science;Philosophy of science;Principles;Science-related lists;Scientific laws;Scientific method,24,772,16-Mar-25,4365,61,26,35,2025
Outline of library and information science,The following outline is provided as an overview of and topical guide to library and information science:,Outlines of applied sciences;Outlines;Library science;Technology-related lists;Science-related lists,0,494,19-Oct-24,123,9,34,15,2024
List of life sciences,,Life sciences;Life sciences industry;Science-related lists;Biotechnology,53,656,11-Feb-25,187,20,5,117,2025
"List of common misconceptions about science, technology, and mathematics",Each entry on this list of common misconceptions is worded as a correction; the misconceptions themselves are implied rather than stated. These entries are concise summaries; the main subject articles can be consulted for more detail.,Science-related lists;Lists of common misconceptions,530,4036,24-Apr-25,36,28,16,1244,2025
List of quantum-mechanical potentials,This is a list of potential energy functions that are frequently used in quantum mechanics and have any meaning.,Science-related lists;Quantum mechanical potentials,0,63,28-Nov-24,19,1,7,0,2024
List of science magazines,"A science magazine is a periodical publication with news, opinions, and reports about science, generally written for a non-expert audience. In contrast, a periodical publication, usually including primary research and/or reviews, that is written by scientific experts is called a ""scientific journal"". Science magazines are read by non-scientists and scientists who want accessible information on fields outside their specialization.",Science and technology magazines;Lists of magazines;Science-related lists;Works about science;Popular science,1,148,12-Feb-25,72,2,9,10,2025
List of materials analysis methods,"This is a list of analysis methods used in materials science. Analysis methods are listed by their acronym, if one exists.",Materials science;Analytical chemistry;Science-related lists;Scientific techniques,0,315,9-Nov-24,21,0,25,0,2024
List of measuring instruments,"A measuring instrument is a device to measure a physical quantity. In the physical sciences, quality assurance, and engineering, measurement is the activity of obtaining and comparing physical quantities of real-world objects and events. Established standard objects and events are used as units, and the process of measurement gives a number relating the item under study and the referenced unit of measurement. Measuring instruments, and formal test methods which define the instrument's use, are the means by which these relations of numbers are obtained. All measuring instruments are subject to varying degrees of instrument error and measurement uncertainty.
These instruments may range from simple objects such as rulers and stopwatches to electron microscopes and particle accelerators. Virtual instrumentation is widely used in the development of modern measuring instruments.",Measuring instruments;Metrology;Science-related lists,0,859,27-Mar-25,1824,25,88,1,2025
List of microorganisms tested in outer space,"The survival of some microorganisms exposed to outer space has been studied using both simulated facilities and low Earth orbit exposures. Bacteria were some of the first organisms investigated, when in 1960 a Russian satellite carried Escherichia coli, Staphylococcus, and Enterobacter aerogenes into orbit.[1] Many kinds of microorganisms have been selected for exposure experiments since, as listed in the table below.",Astrobiology;Astrobiology space missions;Biology-related lists;Lists of bacteria;Extremophiles;Life in outer space;Medical lists;Microorganisms;Science-related lists;Space medicine;Space science experiments;Space-flown life,87,1128,2-Jul-24,323,135,3,224,2024
List of scientific misconduct incidents,"Scientific misconduct is the violation of the standard codes of scholarly conduct and ethical behavior in the publication of professional scientific research.  A Lancet review on Handling of Scientific Misconduct in Scandinavian countries gave examples of policy definitions. In Denmark, scientific misconduct is defined as ""intention[al] negligence leading to fabrication of the scientific message or a false credit or emphasis given to a scientist"", and in Sweden as ""intention[al] distortion of the research process by fabrication of data, text, hypothesis, or methods from another researcher's manuscript form or publication; or distortion of the research process in other ways.""[1][2]",Scientific misconduct incidents;Science events;Science-related lists,342,1687,7-Apr-25,160,0,13,494,2025
List of multiple discoveries,"Historians and sociologists have remarked the occurrence, in science, of ""multiple independent discovery"". Robert K. Merton defined such ""multiples"" as instances in which similar discoveries are made by scientists working independently of each other.[1] ""Sometimes"", writes Merton, ""the discoveries are simultaneous or almost so; sometimes a scientist will make a new discovery which, unknown to him, somebody else has made years before.""[2]",Discoveries;Discovery and invention controversies;Lists of inventions or discoveries;Science-related lists;Scientific method,1,1715,21-Apr-25,371,51,15,192,2025
List of neurological research methods,"There are numerous types of research methods used when conducting neurological research, all with the purpose of trying to view the activity that occurs within the brain during a certain activity or behavior. The disciplines within which these methods are used is quite broad, ranging from psychology to neuroscience to biomedical engineering to sociology. The following is a list of neuroimaging methods:",Science-related lists;Neurology;Cognitive science lists,0,19,20-Mar-22,62,0,1,0,2022
List of noise topics,This is a list of noise topics.,Noise;Science-related lists;Outlines of computing and engineering;Outlines;Noise (electronics),0,238,30-Oct-23,7,0,6,1,2023
List of organizations opposing mainstream science,"This is a list of organizations opposing mainstream science by frequently challenging the facts and conclusions recognized by the mainstream scientific community. By claiming to employ the scientific method in order to advance certain fringe ideas and theories, they are often charged with promotion of various forms of pseudoscience.",Fringe science;Pseudoscience;Science-related lists;Scientific skepticism;Pseudoscience-related lists,20,164,16-Apr-25,80,0,5,25,2025
List of -otomies,"The suffix '-otomy' is derived from Greek  τόμος (-tómos) 'cutting, sharp, separate'.",Science-related lists;Surgical procedures and techniques,0,46,31-Aug-24,12,0,4,1,2024
Outline of academic disciplines,"An academic discipline or field of study is a branch of knowledge, taught and researched as part of higher education. A scholar's discipline is commonly defined by the university faculties and learned societies to which they belong and the academic journals in which they publish research.",Outlines of general reference;Academic disciplines;Educational classification systems;Education-related lists;Science-related lists;Higher education-related lists;Outlines,0,2382,16-Feb-25,237,2,50,10,2025
List of petawatt lasers,,Lasers;Technology-related lists;Science-related lists,8,130,5-Feb-25,40,35,2,18,2025
List of polyurethane applications,,Polyurethanes;Science-related lists,22,236,2-Apr-25,2946,21,31,30,2025
List of popular science mass media outlets,This is a list of popular science mass media outlets.,Popular science;Science-related lists,42,228,16-Apr-25,15,0,2,46,2025
List of science and technology awards for women,,Science awards honoring women;Science-related lists;Lists of science and technology awards;Women-related lists;Technology,41,290,20-Sep-24,57,1,12,52,2024
List of prolific inventors,"The 100 known most prolific inventors based on worldwide utility patents are shown in the following table. While in many cases this is the number of utility patents granted by the United States Patent and Trademark Office, it may include utility patents granted by other countries, as noted by the source references for an inventor.",Inventors;Science-related lists;Lists of inventors,1,632,22-Apr-25,345,100,6,103,2025
List of topics characterized as pseudoscience,Unknown,Pseudoscience;Lists of topics;Scientific skepticism;Science-related lists;Glossaries of science,2,4961,23-Apr-25,0,1,0,1205,2025
Index of quality engineering articles,"This is an alphabetical list of articles pertaining specifically to quality engineering. For a broad overview of engineering, please see List of engineering topics. For biographies please see List of engineers.",Science-related lists;Quality engineering;Indexes of engineering topics,0,134,26-Sep-24,31,2,27,0,2024
List of rectores magnifici of Delft University of Technology,"A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of Delft University of Technology or its predecessor, Technische Hogeschool Delft:",Lists of office-holders in the Netherlands;Science-related lists;Delft University of Technology;Academic staff of the Delft University of Technology;Rectors of universities in the Netherlands;Lists of Dutch people by occupation,0,112,30-Jan-25,29,46,1,2,2025
List of rectores magnifici of the Eindhoven University of Technology,"A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of the Eindhoven University of Technology or its predecessor, the Technische Hogeschool Eindhoven (THE):",Lists of office-holders in the Netherlands;Science-related lists;Eindhoven University of Technology;Academic staff of the Eindhoven University of Technology;Rectores Magnifici of the Eindhoven University of Technology,0,28,1-Nov-24,32,8,0,0,2024
List of rectores magnifici of the Erasmus University Rotterdam,A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of the Erasmus University Rotterdam:,Lists of office-holders in the Netherlands;Science-related lists;Erasmus University Rotterdam;Academic staff of Erasmus University Rotterdam;Rectors of universities in the Netherlands,0,125,25-Apr-25,23,56,1,1,2025
List of rectores magnifici of Leiden University,,Lists of office-holders in the Netherlands;Science-related lists;Leiden University;Academic staff of Leiden University;Lists of university and college leaders;Rectors of universities in the Netherlands,4,885,3-Apr-25,29,387,30,6,2025
List of rectores magnifici of Maastricht University,,Lists of office-holders in the Netherlands;Science-related lists;Maastricht University;Academic staff of Maastricht University;Rectors of universities in the Netherlands;Lists of Dutch people by occupation,0,54,30-Jan-25,22,8,1,7,2025
List of rectores magnifici of the Vrije Universiteit Amsterdam,The rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of the Vrije Universiteit Amsterdam:,Lists of office-holders in the Netherlands;Science-related lists;Vrije Universiteit Amsterdam;Rectors of universities in the Netherlands;Academic staff of Vrije Universiteit Amsterdam;Lists of Dutch people by occupation,0,198,30-Jan-25,23,90,2,1,2025
List of scientists whose names are used as units,"Many scientists have been recognized with the assignment of their names as international units by the International Committee for Weights and Measures or as non-SI units. The International System of Units (abbreviated SI from French: Système international d'unités) is the most widely used system of units of measurement. There are 7 base units and 22 derived units[1] (excluding compound units). These units are used both in science and in commerce. Two of the base SI units and 17 of the derived units are named after scientists.[2] 28 non-SI units are named after scientists. By this convention, their names are immortalised. As a rule, the SI units are written in lowercase letters, but symbols of units derived from the name of a person begin with a capital letter.",SI units;Science-related lists,3,633,10-Feb-25,133,116,6,66,2025
List of science podcasts,The following is a list of science podcasts.[1],Lists of podcasts;Science podcasts;Science-related lists,29,179,12-Nov-24,9,0,3,55,2024
List of scientific demonstrations,This is a list of scientific demonstrations used in educational demonstrations and popular science lectures.,Science-related lists;Science demonstrations,0,63,15-Apr-24,15,1,2,0,2024
Scientific instrument,"A scientific instrument is a device or tool used for scientific purposes, including the study of both natural phenomena and theoretical research.[1]",Scientific instruments;Science-related lists,16,249,26-Nov-24,503,10,12,26,2024
List of scientific laws named after people,"This is a list of scientific laws named after people (eponymous laws). For other lists of eponyms, see eponym.",Science-related lists;Lists of eponyms;Lists of things named after scientists,0,523,31-Jan-25,19,0,2,0,2025
Outline of scientific method,The following outline is provided as an overview of and topical guide to the scientific method:,Scientific method;Science-related lists;Outlines of sciences;Outlines,0,253,11-Mar-25,73,11,22,7,2025
Scientific phenomena named after people,,Lists of eponyms;Science-related lists;Lists of things named after scientists,1,2433,10-Apr-25,21,1,26,8,2025
List of scientific priority disputes,,History of science;Science-related lists;Discovery and invention controversies,3,543,1-Apr-25,17,0,9,127,2025
Scientific research on the International Space Station,"The International Space Station is a platform for scientific research that requires one or more of the unusual conditions present in low Earth orbit (for example microgravity, (cosmic) -radiation and extreme temperatures). The primary fields of research include human research, space medicine, life sciences, physical sciences, astronomy and meteorology.[1][2] The 2005 NASA Authorization Act designated the American segment of the International Space Station as a national laboratory with the goal of increasing the use of the ISS by other federal agencies and the private sector.[3]",Space science;Space science experiments;International Space Station;Science-related lists,515,3025,9-Nov-24,884,9,34,895,2024
Solubility table,"The tables below provides information on the variation of solubility of different substances (mostly inorganic compounds) in water with temperature, at one atmosphere pressure. Units of solubility are given in grams of substance per 100 millilitres of water (g/100 ml), unless shown otherwise. The substances are listed in alphabetical order.",Solutions;Chemistry-related lists;Science-related lists,4,1493,26-Apr-25,50,0,20,9,2025
Outline of space science,The following outline is provided as an overview and topical guide to space science:,Outlines of sciences;Outlines;Outer space lists;Science-related lists;Space science,5,215,17-May-24,86,13,6,13,2024
List of topics in space,List of topics in space; topics as related to outer space.,Outer space lists;Science-related lists;Lists of topics,0,128,1-Sep-24,11,2,1,0,2024
Index of structural engineering articles,,Science-related lists;Structural engineering;Indexes of engineering topics,0,327,4-Oct-24,709,3,26,0,2024
Thought experiment,,Thought experiments;Calques;Conceptual modelling;Critical thinking;History of science;Imagination;Philosophical arguments;Philosophical methodology;Sources of knowledge,71,623,5-Apr-25,2994,13,34,82,2023
Table of historic and prehistoric climate indicators,This table is a reference tool for rapidly locating Wikipedia articles on Historic and Prehistoric climate indicators of all types.,Science-related lists;Paleoclimatology;History of climate variability and change,1,69,4-Jan-22,22,4,2,1,2022
List of taxa named after human genitals,,Taxa;Science-related lists;Human reproductive system,14,135,21-Apr-25,14,4,17,17,2025
List of tests,,Tests;Science-related lists,1,169,8-Jan-25,11,2,16,1,2025
List of unexplained sounds,"The following is a list of unidentified, or formerly unidentified, sounds. All of the NOAA sound files in this article have been sped up by at least a factor of 16 to increase intelligibility by condensing them and raising the frequency from infrasound to a more audible and reproducible range.",Unidentified sounds;Science-related lists;Sound-related lists,14,163,12-Apr-25,853,12,6,22,2025
Lists of unsolved problems,List of unsolved problems may refer to several notable conjectures or open problems in various academic fields:,Lists of science lists;Lists of unsolved problems;Open problems;Science-related lists;Lists of problems;Engineering,0,50,26-Dec-23,17,1,4,0,2023
List of unsolved problems in neuroscience,,Lists of unsolved problems;Science-related lists;Unsolved problems in neuroscience,6,177,11-Mar-25,33,1,9,25,2025
List of vineyard soil types,The soil composition of vineyards is one of the most important viticultural considerations when planting grape vines. The soil supports the root structure of the vine and influences the drainage levels and amount of minerals and nutrients that the vine is exposed to. The ideal soil condition for a vine is a layer of thin topsoil and subsoil that sufficiently retains water but also has good drainage so that the roots do not become overly saturated. The ability of the soil to retain heat and/or reflect it back up to the vine is also an important consideration that affects the ripening of the grapes.[1],Agriculture-related lists;Science-related lists;Soil science-related lists;Types of soil;Viticulture;Wine-related lists,3,398,16-Nov-24,190,2,6,1,2024
List of visual mnemonics,Visual mnemonics are a type of mnemonic that work by associating an image with characters or objects whose name sounds like the item that has to be memorized.,Science-related lists;Mnemonics,2,71,13-Jul-23,92,13,10,2,2023
List of volunteer computing projects,"This is a comprehensive list of volunteer computing projects, which are a type of distributed computing where volunteers donate computing time to specific causes. The donated computing power comes from idle CPUs and GPUs in personal computers, video game consoles,[1] and Android devices.",Volunteer computing;Science in society;Science-related lists;Computing-related lists;Lists of scientific organizations,328,1827,9-Mar-25,134,1,4,432,2025
Wikipedia:FAQ/Categorization,Unknown,Wikipedia FAQs;Wikipedia categorization;Wikipedia categories,0,142,26-Jan-25,0,1,0,5,Unknown
"The 10,000 Year Explosion",,2009 non-fiction books;Anthropology books;Basic Books books;Books about evolution;Books about race and ethnicity;English-language non-fiction books;Race and intelligence controversy;Science books;American non-fiction books,24,318,3-Jan-25,2364,3,11,76,2025
About Time (book),"About Time: Einstein's Unfinished Revolution (ISBN 978-0-684-81822-1), published in 1995,[1] is the second book written by Paul Davies, regarding the subject of time. His first book on time was his The Physics of Time Asymmetry (1977)(ISBN 0-520-02825-2). The intended audience is the general public, rather than science academics.",1995 non-fiction books;Science books;Physics books;Fiction about time;Books by Paul Davies;Science book stubs,1,37,28-Dec-23,149,2,2,1,2023
